,,,,,,,,,,,,,
,,,,,,,,,,,,,
Expenditure over £500,,,,,,,,,,,,,
<<For the period from 01 April 2017 to 30 June 2017>>,,,,,,,,,,,,,
,,,,,,,,,,,,,
Service Area,,Expenditure Catergory,,Expenditure Code,Description,,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name,
Direct Services,,Materials,,D3021,2440 x 1220 x 12mm Malaysian Plywood,,19/04/2017,1036738 - 0,493,Revenue,20002617,POWELL'S SHEET MATERIALS LTD,
Direct Services,,Short Courses,,A0622,UL201 UNLICENSED WORKS WITH ACM`s,,03/05/2017,1036746 - 0,925,Revenue,20016376,ASBESTOS TRAINING LTD,
Direct Services,,Short Courses,,A0622,UL205 UNLICENSEND WORKS REFRESHER,,03/05/2017,1036747 - 0,"2,775.00",Revenue,20016376,ASBESTOS TRAINING LTD,
Direct Services,,Services Maintenance (Planned),,B1103,TOILET AND HYGINE PRODUCTS,,25/04/2017,1036757 - 1,"8,694.22",Revenue,20002351,PHS GROUP PLC,
Direct Services,,Short Courses,,A0622,UL205 Unnlicensed Work Refresher 23-25/08/2017,,03/05/2017,1036787 - 0,"2,775.00",Revenue,20016376,ASBESTOS TRAINING LTD,
Direct Services,,Services Maintenance (Planned),,B1103,TO UNDERTAKE MONTHLY SERVICING 7 MECHANICAL WORKS TO OXFORD,,09/05/2017,1036803 - 0,210,Revenue,20000210,BARKER & EVANS LTD,
Direct Services,,Services Maintenance (Planned),,B1103,TO UNDERTAKE MONTHLY SERVICING 7 MECHANICAL WORKS TO OXFORD,,09/05/2017,1036803 - 1,"2,785.00",Revenue,20000210,BARKER & EVANS LTD,
Direct Services,,Materials,,D3021,Play Grade Sand (DELIVERED ON 8-WHEELER) - (OX3 8QQ),,25/04/2017,1036808 - 0,655.22,Revenue,20015392,CPA HORTICULTURE LTD,
Direct Services,,Services Maintenance (Planned),,B1103,To undertake monthly servicing & mechanical works,,13/06/2017,1036815 - 1,859.62,Revenue,20000210,BARKER & EVANS LTD,
Direct Services,,General Contracted Services,,D3401,Parking Collections MArch 2017,,25/04/2017,1036823 - 1,"2,345.76",Revenue,20016581,JADE SECURITY SERVICES LTD,
Direct Services,,Waste Disposal & Skip Hire,,D3420,TICKET No. 527463 & 527464,,25/04/2017,1036831 - 0,460,Revenue,20002279,M & M SKIP HIRE LTD,
Direct Services,,Short Courses,,A0622,1 nrsw hot lay course ,,25/04/2017,1036838 - 0,"1,350.00",Revenue,20008229,SITESAFE UK LTD,
Direct Services,,General Contracted Services,,D3401,"Scheduled Maintenance,",,09/05/2017,1036858 - 0,"3,995.00",Revenue,20018680,FAST PARK SYSTEMS UK BRANCH,
Direct Services,,Furniture & Equipment Purchase,,D3001,"Amy 2 Seat Nirvana Denim, LCH-AMY-NIR-DEN-2ST",,25/04/2017,1036881 - 0,960,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
Direct Services,,Materials,,D3021,DESP. NOTE 016139 KILN DRIED C16 REGULARISED JOIST TREATED,,03/05/2017,1036899 - 0,574.56,Revenue,20006342,JEWSON LTD,
Direct Services,,Protective Clothing,,D3201,"ACC.150064, New Pond Road, Guildford",,16/05/2017,1036961 - 0,623.52,Revenue,20002919,HONEY BROTHERS LTD,
Direct Services,,Postage & Carriage,,D3501,"ACC.150064, New Pond Road, Guildford",,16/05/2017,1036961 - 1,7.5,Revenue,20002919,HONEY BROTHERS LTD,
Direct Services,,Waste Disposal & Skip Hire,,D3420,ACC: OXF001-020 - REFURB 1X35YD BULK + 1X40 PLUS TRANSPORT,,16/05/2017,1037002 - 0,"3,275.00",Revenue,20018957,FAIRPORT CONTAINERS,
Direct Services,,Plants,,D3025,DELIVERY CODE: OXFCC20,,16/05/2017,1037023 - 0,766,Revenue,20018850,WYEVALE NURSERIES,
Direct Services,,Plants,,D3025,Contract 42/478747,,03/05/2017,1037027 - 0,"1,361.74",Revenue,20017593,AQUAM WATER SERVICES,
Direct Services,,Plants,,D3025,Contract no. 42/478744,,03/05/2017,1037028 - 0,"1,421.74",Revenue,20017593,AQUAM WATER SERVICES,
Direct Services,,Tools,,D3023,"Order No: 36158, Delivery No: 33741, CityBag®,",,23/05/2017,1037029 - 0,"1,079.40",Revenue,20019071,LANDSCAPE SUPPLY COMPANY,
Direct Services,,General Contracted Services,,D3401,SITE ID: 0000838870 - CONTRACT ID: 2000006625,,31/05/2017,1037035 - 0,"4,449.11",Revenue,20002120,OCS GROUP UK LTD T/A CANNON,
Direct Services,,General Contracted Services,,D3401,"CONTRACT ID: 2000006625, 0000838870",,31/05/2017,1037036 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON,
Direct Services,,Postage & Carriage,,D3501,RESET OF METER 7178428,,03/05/2017,1037049 - 0,"1,000.00",Revenue,20003547,PITNEY BOWES LTD,
Direct Services,,Reactive Maintenance & Minor Repairs,,B1101,CODE: RELM10 RED BROWN MULCH & LRES220 POLYURETHANE RESIN,,09/05/2017,1037051 - 0,"2,614.50",Revenue,20019271,Monstermulch,
Direct Services,,Plants,,D3025,"Pre-Established Standard Mix Coir Rolls, Chestnut Stakes, T-Pegs",,23/05/2017,1037075 - 0,"9,760.64",Revenue,20019552,SALIX RIVER & WETLAND SERVICES LTD,
Direct Services,,Materials,,D3021,20K PCNE Wallets & Delivery,,23/05/2017,1037154 - 0,515,Revenue,20019560,NAGELS MULTI GRAPHIC T/A NMG PRINT LTD,
Direct Services,,Advertising & Publicity,,D3802,Create designs for 9 kinds of pest flyers,,23/05/2017,1037159 - 0,925,Revenue,20018628,ONCE CREATIVE BOX LIMITED,
Direct Services,,Materials,,D3021,Order  - Advice note 0002/03030697,,23/05/2017,1037200 - 0,432.1,Revenue,20008752,BARLOW & SONS (HERMITAGE) LTD,
Direct Services,,Tools,,D3023,Picnic Table,,09/05/2017,1037202 - 0,"1,100.00",Revenue,20002658,GOOD DIRECTIONS LTD,
Direct Services,,Postage & Carriage,,D3501,Picnic Table,,09/05/2017,1037202 - 1,70,Revenue,20002658,GOOD DIRECTIONS LTD,
Direct Services,,General Contracted Services,,D3401,13 Weeks (Jan/Feb/Mar 2017),,16/05/2017,1037215 - 0,"1,560.00",Revenue,20016358,THAMES VALLEY COMMUNITY REHABILITATION COMPANY,
Direct Services,,Materials,,D3021,,,31/05/2017,1037265 - 0,"23,063.00",Revenue,20000253,S. J.  MCBRIDE  LTD.  T/A  WAREFENCE,
Direct Services,,Reactive Maintenance & Minor Repairs,,B1101,Replacement Hydrogen Peroxide Pump,,16/05/2017,1037272 - 0,830,Revenue,20000210,BARKER & EVANS LTD,
Direct Services,,Software Maintenance/Running Costs,,D3513,Annual Licence & support 2017-18 Year 2,,16/05/2017,1037277 - 1,"9,800.00",Revenue,20018834,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,
Direct Services,,General Contracted Services,,D3401,BACAS support 1st April 2017 – 31st March 2018,,31/05/2017,1037315 - 0,"1,100.00",Revenue,20015074,CLEAR SKIES SOFTWARE,
Direct Services,,Main Contractor,,Y021,Seacourt Park & Ride April 2017,,06/06/2017,1037319 - 0,"4,205.75",Capital,20018047,TURLEY ASSOCIATES,
Direct Services,,Short Courses,,A0622,2 DAY TRUCKMOUNT V3.1,,31/05/2017,1037350 - 0,800,Revenue,20011339,SCARAB SWEEPERS LIMITED,
Direct Services,,General Contracted Services,,D3401,Parking - April 2017,,31/05/2017,1037360 - 0,"2,161.14",Revenue,20016581,JADE SECURITY SERVICES LTD,
Direct Services,,Fundamental Service Review,,D3314,Oxford Direct Services Company Advice,,31/05/2017,1037365 - 0,"8,500.00",Revenue,20018486,GRANT THORNTON UK LLP,
Direct Services,,Main Contractor,,Y021,Seacourt PArk & Ride Stage 3,,16/05/2017,1037366 - 0,"14,802.71",Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD,
Direct Services,,Main Contractor,,Y021,Seacourt Park & Rode Extension Stage 3,,16/05/2017,1037367 - 0,"3,550.80",Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD,
Direct Services,,Waste Disposal & Skip Hire,,D3420,Ticket no. 1151383,,31/05/2017,1037376 - 0,781.4,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD,
Direct Services,,Waste Disposal & Skip Hire,,D3420,Ticket no. 531995,,20/06/2017,1037392 - 0,456,Revenue,20002279,M & M SKIP HIRE LTD,
Direct Services,,Services Maintenance (Planned),,B1103,Apr-17,,06/06/2017,1037405 - 0,87.5,Revenue,20000210,BARKER & EVANS LTD,
Direct Services,,Services Maintenance (Planned),,B1103,Apr-17,,06/06/2017,1037405 - 1,175,Revenue,20000210,BARKER & EVANS LTD,
Direct Services,,Services Maintenance (Planned),,B1103,Apr-17,,06/06/2017,1037405 - 2,105,Revenue,20000210,BARKER & EVANS LTD,
Direct Services,,CCTV,,D3504,CCTV Monitoring Charge 01/04/17 to 31/03/17,,16/05/2017,1037408 - 0,"5,728.66",Revenue,20015721,UNIPART SECURITY SOLUTIONS LTD,
Direct Services,,Furniture & Equipment Purchase,,D3001,Play Equipment,,13/06/2017,1037451 - 0,"13,155.40",Revenue,20017658,F KLUCZNIK & SONS LTD T/A IAE,
Direct Services,,General Contracted Services,,D3401,Call 38760 at Botley Cemetery,,23/05/2017,1037465 - 0,"2,635.00",Revenue,20011019,CONTACT SECURITY,
Direct Services,,General Contracted Services,,D3401,Apr-17,,23/05/2017,1037478 - 0,"1,405.00",Revenue,20013173,MACCABEE PETS HOTEL,
Direct Services,,Fundamental Service Review,,D3314,WORKAHOP 4/4/17,,23/05/2017,1037491 - 0,776.6,Revenue,20017304,Q.LEARNING LTD,
Direct Services,,Fundamental Service Review,,D3314,OXFORD DIRECT SERVICES INTERIM,,23/05/2017,1037495 - 0,"25,500.00",Revenue,20018486,GRANT THORNTON UK LLP,
Direct Services,,Tools,,D3023,Order SO-2134762,,31/05/2017,1037533 - 0,578.3,Revenue,20003882,SPALDINGS (UK) LTD,
Direct Services,,Reactive Maintenance & Minor Repairs,,B1101,Various at Cutteslowe Park Offices,,13/06/2017,1037619 - 0,"3,570.50",Revenue,20018965,ECOSURFACE/ WALTON MOORE LTD,
Direct Services,,Subscriptions,,D3703,SD Proficiency test 2017/18,,06/06/2017,1037631 - 0,830,Revenue,20009835,HEALTH & SAFETY LABORATORY,
Direct Services,,Rent,,B1701,Rent 24/06/17 to 28/09/17 Peartree Park & Ride,,20/06/2017,1037658 - 1,"22,210.50",Revenue,20019125,PEARTREE OXFORD LTD,
Direct Services,,General Contracted Services,,D3401,"Traditional Seat, Groung Fixings & Carriage",,06/06/2017,1037682 - 0,388.35,Revenue,20008753,ORCHARD STREET FURNITURE,
Direct Services,,Postage & Carriage,,D3501,"Traditional Seat, Groung Fixings & Carriage",,06/06/2017,1037682 - 1,30,Revenue,20008753,ORCHARD STREET FURNITURE,
Direct Services,,Security Services,,D3418,MOBILE GUARDING 01/05/2017-31/05/2017,,27/06/2017,1037691 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON,
Direct Services,,Security Services,,D3418,MANNED GUARDING 01/05/2017-31/05/2017,,27/06/2017,1037692 - 0,"4,449.11",Revenue,20002120,OCS GROUP UK LTD T/A CANNON,
Direct Services,,General Contracted Services,,D3401,UNPAIS WORK SESSIONS JAN-MAR 2016,,13/06/2017,1037714 - 0,"1,560.00",Revenue,20016358,THAMES VALLEY COMMUNITY REHABILITATION COMPANY,
Direct Services,,General Contracted Services,,D3401,UNPAID WORK SESSIONS APR-JUN 2016,,13/06/2017,1037715 - 0,"1,560.00",Revenue,20016358,THAMES VALLEY COMMUNITY REHABILITATION COMPANY,
Direct Services,,General Contracted Services,,D3401,UNPAID WORK SESSIONS JUL-SEP 2016,,13/06/2017,1037716 - 0,"1,560.00",Revenue,20016358,THAMES VALLEY COMMUNITY REHABILITATION COMPANY,
Direct Services,,Main Contractor,,Y021,SEACOURT PARK & RIDE,,13/06/2017,1037725 - 0,"11,333.07",Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD,
Direct Services,,Rent,,B1701,WORCESTER ST CAR PARK RENT,,30/04/2017,1037753 - 1,"242,038.49",Revenue,20009954,NUFFIELD COLLEGE,
Direct Services,,Materials,,D3021,Blue Circle Cement,,13/06/2017,1037787 - 0,436.8,Revenue,20006342,JEWSON LTD,
Direct Services,,Contract Plant Hire,,C2402,Agreement F085963,,13/06/2017,1037825 - 0,506,Revenue,20015309,GAP GROUP LTD,
Direct Services,,CCTV,,D3504,Supply of Horspath road CCTV & access control service agreement,,27/06/2017,1037836 - 0,"1,195.00",Revenue,20009896,VISION SECURE LIMITED,
Direct Services,,Online Services,,D3510,SEO / Web work for April 2017,,20/06/2017,1037838 - 0,"1,500.00",Revenue,20019403,ASSERTIVE MEDIA SOLUTIONS LTD,
Direct Services,,Online Services,,D3510,SEO / Web work for March 2017,,20/06/2017,1037839 - 0,"1,500.00",Revenue,20019403,ASSERTIVE MEDIA SOLUTIONS LTD,
Direct Services,,Advertising & Publicity,,D3802,Create designs for 9 kinds of pest flyers 50% of quoted cost,,27/06/2017,1037867 - 0,925,Revenue,20018628,ONCE CREATIVE BOX LIMITED,
Direct Services,,Equipment Hire Charges,,D3006,Contract no. 0000034542,,13/06/2017,1037912 - 0,636.88,Revenue,20008407,2 COUSINS ACCESS LTD,
Direct Services,,General Contracted Services,,D3401,Parking - May 2017,,27/06/2017,1037923 - 0,"2,410.92",Revenue,20016581,JADE SECURITY SERVICES LTD,
Direct Services,,Waste Disposal & Skip Hire,,D3420,Calibrated Containers,,27/06/2017,1037938 - 0,508.31,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Services Maintenance (Planned),,B1103,Stairlift Maintenance April 2017,,13/06/2017,1037968 - 3,40,Revenue,20004494,COTSWOLD LIFTS LTD,
Direct Services,,Materials,,D3021,Order no. 97822,,13/06/2017,1037975 - 0,990.27,Revenue,20008752,BARLOW & SONS (HERMITAGE) LTD,
Direct Services,,Services Maintenance (Planned),,B1103,Addional April 2017,,20/06/2017,1038025 - 1,324.2,Revenue,20002568,PYROTEC SERVICES LTD,
Direct Services,,Reactive Maintenance & Minor Repairs,,B1101,1no mini standard installed to Out Door on Building B,,27/06/2017,1038026 - 0,451,Revenue,20011395,CHERWELL DOORS,
Direct Services,,General Stationery Supplies,,D3301,QA09 Direct Services Horspath Road,,13/06/2017,1038048 - 0,472.63,Revenue,20007849,LYRECO UK LTD,
Direct Services,,Rent,,B1701,Worcester Street Car Park Rent in adv 24/06/17,,20/06/2017,1038069 - 1,"242,038.49",Revenue,20009954,NUFFIELD COLLEGE,
Direct Services,,Postage & Carriage,,D3501,Reset of Meter 7178428,,20/06/2017,1038088 - 0,500,Revenue,20003547,PITNEY BOWES LTD,
Direct Services,,Short Courses,,A0622,,,20/06/2017,1038089 - 0,"2,024.93",Revenue,20019520,JTL TRAINING,
Direct Services,,Services Maintenance (Planned),,B1103,LEGIONELLA CONTROL APRIL 2017,,20/06/2017,1038102 - 0,370,Revenue,20013614,SMS ENVIRONMENTAL LIMITED,
Direct Services,,Services Maintenance (Planned),,B1103,LEGIONELLA CONTROL APRIL 2017,,20/06/2017,1038102 - 1,80,Revenue,20013614,SMS ENVIRONMENTAL LIMITED,
Direct Services,,Services Maintenance (Planned),,B1103,LEGIONELLA CONTROL APRIL 2017,,20/06/2017,1038102 - 2,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED,
Direct Services,,Services Maintenance (Planned),,B1103,LEGIONELLA CONTROL APRIL 2017,,20/06/2017,1038102 - 3,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED,
Direct Services,,Services Maintenance (Planned),,B1103,LEGIONAELLA CONTROL APRIL 2017,,20/06/2017,1038102 - 4,654,Revenue,20013614,SMS ENVIRONMENTAL LIMITED,
Direct Services,,Services Maintenance (Planned),,B1103,LEGIONAELLA CONTROL APRIL 2017,,20/06/2017,1038102 - 6,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED,
Direct Services,,Services Maintenance (Planned),,B1103,LEGIONELLA CONTROL APRIL 2017,,20/06/2017,1038103 - 0,"1,955.00",Revenue,20013614,SMS ENVIRONMENTAL LIMITED,
Direct Services,,Postage & Carriage,,D3501,CONTRACT 05/06/2017-04/06/2018,,20/06/2017,1038107 - 1,"1,782.99",Revenue,20008022,NEOPOST FINANCE LIMITED,
Direct Services,,Plants,,D3025,COIR ROLLS,,27/06/2017,1038140 - 1,"1,497.10",Revenue,20019552,SALIX RIVER & WETLAND SERVICES LTD,
Direct Services,,Short Courses,,A0622,,,20/06/2017,1038153 - 0,"1,500.00",Revenue,20019520,JTL TRAINING,
Direct Services,,Short Courses,,A0622,,,20/06/2017,1038154 - 0,"1,500.00",Revenue,20019520,JTL TRAINING,
Direct Services,,Short Courses,,A0622,,,20/06/2017,1038155 - 0,"1,500.00",Revenue,20019520,JTL TRAINING,
Direct Services,,General Contracted Services,,D3401,WOLVERCOTE &  BOTLEY CEMETERY,,27/06/2017,1038216 - 0,"1,760.00",Revenue,20017563,WALSH HAULAGE (OXFORD),
Direct Services,,Cleaning Materials,,B1601,Order no. SO-086809,,27/06/2017,1038270 - 0,"1,191.20",Revenue,20007833,GELPACK EXCELSIOR LTD,
Direct Services,,Subscriptions,,D3703,Renewal of Tenders Direct Service,,27/06/2017,1038274 - 0,945,Revenue,20017215,MILLSTREAM ASSOCIATES LTD,
Direct Services,,Reactive Maintenance & Minor Repairs,,B1101,Repairs to machines @ Redbridge P&R,,27/06/2017,1038348 - 0,690,Revenue,20011854,OXFORD FABRICATION LTD,
Direct Services,,Grants,,D3701,GRANT FUNDING AWARD 2016/17,,04/04/2017,46293178 - 1,605.49,Revenue,20013076,CUTTESLOWE ALLOTMENT ASSOCIATION,
Direct Services,,Short Courses,,A0622,WATER SAFETY MANAGEMENT COURSE 29 ATTENDEES,,04/04/2017,46293200 - 1,"2,900.00",Revenue,20000000,GENERAL EXPENSES,
Direct Services,,Short Courses,,A0622,WATER SAFETY MANAGEMENT COURSE 29 ATTENDEES EXAMINER FEES,,04/04/2017,46293200 - 2,223.43,Revenue,20000000,GENERAL EXPENSES,
Direct Services,,Grants,,D3701,GRANT FUNDING 2016/17,,04/04/2017,46293224 - 1,710,Revenue,20016131,UPPER WOLVERCOTE ALLOTMENT ASSOCIATION,
Direct Services,,Cycle Scheme 2008/09,,A0965,Cyclescheme ,,11/04/2017,46293314 - 2,3,Revenue,20014779,CYCLESCHEME LIMITED,
Direct Services,,Consultants Fees,,D3411,1 initial assessment & 1 subsequent treatments,,25/04/2017,46293331 - 3,99,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,1 initial assessment & 3 subsequent treatments,,25/04/2017,46293331 - 4,183,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,3 subsequent treatments,,25/04/2017,46293331 - 5,126,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,1 initial assessment,,25/04/2017,46293331 - 6,57,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,1 subsequent treatments,,25/04/2017,46293331 - 7,42,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,4  subsequent treatments,,25/04/2017,46293331 - 9,168,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,2  subsequent treatments,,25/04/2017,46293331 - 12,84,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,2  subsequent treatments,,25/04/2017,46293331 - 13,84,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,2  subsequent treatments,,25/04/2017,46293331 - 15,84,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,3  subsequent treatments,,25/04/2017,46293331 - 17,126,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,1 initial assessment 1 subsequent treatments,,25/04/2017,46293331 - 18,99,Revenue,20011499,TOPS,
Direct Services,,Consultants Fees,,D3411,1 initial assessment,,25/04/2017,46293331 - 20,57,Revenue,20011499,TOPS,
Direct Services,,Business Rates/Council Tax,,B1702,NNDR 2017/18 for Stores Building Horspath Road,,11/04/2017,46293373 - 1,"6,873.50",Revenue,20002401,SOUTH OXFORDSHIRE DISTRICT COUNCIL,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 3,"1,943.97",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 4,"2,457.80",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 5,"5,261.38",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 29,857.72,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 32,"1,859.79",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 33,"4,455.32",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 34,"4,413.17",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 35,"5,720.56",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 36,"4,407.92",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Main Contractor,,Y021,,,19/04/2017,46293414 - 37,"13,075.63",Capital,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 38,"5,396.37",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 39,"28,351.21",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 41,"2,130.82",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 42,"1,236.23",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Direct Services,,Services Maintenance (Planned),,B1103,Lift Maintenance Contract. 306253-3063161 (valuation 68 March 2017),,25/04/2017,46293417 - 2,40,Revenue,20004494,COTSWOLD LIFTS LTD,
Direct Services,,Fire Alarms and Emergency Lighting,,B1241,Fire alarm & emergency lighting service/aaintenance contract Inv. 51587-89 (valuation 75 March 2017),,19/04/2017,46293418 - 3,110,Revenue,20002568,PYROTEC SERVICES LTD,
Direct Services,,Fire Alarms and Emergency Lighting,,B1241,Fire alarm & emergency lighting service/aaintenance contract Inv. 51587-89 (valuation 75 March 2017),,19/04/2017,46293418 - 4,40,Revenue,20002568,PYROTEC SERVICES LTD,
Direct Services,,Fire Alarms and Emergency Lighting,,B1241,Fire alarm & emergency lighting service/aaintenance contract Inv. 51587-89 (valuation 75 March 2017),,19/04/2017,46293418 - 11,51.2,Revenue,20002568,PYROTEC SERVICES LTD,
Direct Services,,Short Courses,,A0622,Compex EX01-EX04 TrainingCourse 12-16 June 2017 ,,19/04/2017,46293424 - 1,910,Revenue,20000000,GENERAL EXPENSES,
Direct Services,,Vehicle Excise Licences,,C2202,Payment of road fund tax at POCL 04/2017,,13/04/2017,46293438 - 1,230,Revenue,20008465,POST OFFICE LTD,
Direct Services,,Vehicle Excise Licences,,C2202,Payment of road fund tax at POCL 04/2017,,13/04/2017,46293438 - 2,230,Revenue,20008465,POST OFFICE LTD,
Direct Services,,Vehicle Excise Licences,,C2202,Payment of road fund tax at POCL 04/2017,,13/04/2017,46293438 - 3,230,Revenue,20008465,POST OFFICE LTD,
Direct Services,,Vehicle Excise Licences,,C2202,Payment of road fund tax at POCL 04/2017,,13/04/2017,46293438 - 4,650,Revenue,20008465,POST OFFICE LTD,
