Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Narrative,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name 
Oxford City Council,Community Services,Tools,D3023,Trojan Ext Comfort Sfty Hiker Grey 7,04/08/2015,1016848_0,£1238.04,Revenue,20002034,Arco Ltd
Oxford City Council,Community Services,Uniforms,D3202,Fairtrade Mens Polo Shirt Navy M,25/08/2015,1018702_1,£570.50,Revenue,20002034,Arco Ltd
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   , ,14/07/2015,60040873_0,£560.44,Revenue,20002040,Sig Trading Ltd T/a Asphaltic Roofing Supps Ltd
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,Barton Neighbourhood Centre 100121298415,02/09/2015,46287005_1,£784.81,Revenue,20002056,B & B Locksmiths
Oxford City Council,HRA,Rent,B1701,Lease Of Land Rear Off Whitworth Place,15/09/2015,1020394_1,£1000.00,Revenue,20002099,Canal & River Trust
Oxford City Council,Direct Services,Rent,B1701,3 X 80mm Surface Water Discharge Off Aristotle,15/09/2015,1020580_1,£1372.13,Revenue,20002099,Canal & River Trust
Oxford City Council,Direct Services,Security Services,D3418,838870,28/07/2015,1018725_1,£4449.11,Revenue,20002120,Ocs Group Uk Ltd T/a Cannon
Oxford City Council,Direct Services,General Contracted Services,D3401,838870,28/07/2015,1018726_1,£543.13,Revenue,20002120,Ocs Group Uk Ltd T/a Cannon
Oxford City Council,Direct Services,Security Services,D3418,31072015,15/09/2015,1020638_1,£543.13,Revenue,20002120,Ocs Group Uk Ltd T/a Cannon
Oxford City Council,Direct Services,Security Services,D3418,31072015,15/09/2015,1020649_1,£4449.11,Revenue,20002120,Ocs Group Uk Ltd T/a Cannon
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Fao Sheena Sievert Human Resources  And  Fac Oxford Town,07/07/2015,1017869_1,£1706.06,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Finance Dept 2nd Floor Town Hall St Aldates,07/07/2015,1017870_1,£1965.45,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Legal  And  Democratic Dept 1st Floor Town Hall St,07/07/2015,1017871_1,£912.14,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Gny51401,28/07/2015,1018742_1,£1066.35,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Gny51328,28/07/2015,1018743_1,£2094.63,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Planning & Regulatory,Photocopying/Paper Supplies,D3306,Contract 9382,11/08/2015,1019157_1,£962.54,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,No Jwf20846,25/08/2015,1019564_1,£2043.62,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Uniflow V4 Eu Model,18/08/2015,1019643_1,£586.55,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Planning & Regulatory,Photocopying/Paper Supplies,D3306,Tds600 Printer With Folder Type Tds620f2 Serial No 9241,22/09/2015,1020626_1,£535.50,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Town Hall St Aldates,22/09/2015,1020686_1,£1295.05,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Floor Town,29/09/2015,1020687_1,£1097.13,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,Oxford Ox4 2hh,22/09/2015,1020688_1,£1115.52,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,Road Cowley Ox4,22/09/2015,1020690_1,£2071.52,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,Direct Services,22/09/2015,1020691_1,£1514.00,Revenue,20002121,Canon (uk) Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001124               | De10884191,28/07/2015,47980816_1,£165.07,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001124               | De10884191,28/07/2015,47980816_2,£53.13,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001124               | De10884191,28/07/2015,47980816_3,£60.17,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001124               | De10884191,28/07/2015,47980816_4,£260.19,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001201               | De10885815,04/08/2015,47980853_1,£22.45,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001201               | De10885815,04/08/2015,47980853_2,£53.13,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001201               | De10885815,04/08/2015,47980853_3,£60.17,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001201               | De10885815,04/08/2015,47980853_4,£260.19,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001201               | De10885815,04/08/2015,47980853_5,£168.28,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001524               | De10892671,02/09/2015,47981413_0,£168.28,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001524               | De10892671,02/09/2015,47981413_1,£377.22,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000051               | D94407,08/09/2015,47981426_1,£55.00,Capital,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000051               | D94407,08/09/2015,47981426_2,£650.00,Capital,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000052               | D94408,08/09/2015,47981427_0,£55.00,Capital,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000052               | D94408,08/09/2015,47981427_1,£650.00,Capital,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001213               | 387030,08/09/2015,47981518_1,£4720.08,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001739               | 11.09.15,22/09/2015,47981658_1,£249.11,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001739               | 11.09.15,22/09/2015,47981658_1,£249.11,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000052               | 266159,22/09/2015,47981683_0,£178508.00,Capital,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001740               | De10896685,22/09/2015,47981697_1,£168.28,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001740               | De10896685,22/09/2015,47981697_2,£194.25,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001740               | De10896685,22/09/2015,47981697_3,£31.39,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001740               | De10896685,22/09/2015,47981697_4,£21.72,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001740               | De10896685,22/09/2015,47981697_5,£53.13,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001740               | De10896685,22/09/2015,47981697_6,£60.17,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001740               | De10896685,22/09/2015,47981697_7,£260.19,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001836               | De10898314,29/09/2015,47981750_0,£234.73,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001836               | De10898314,29/09/2015,47981750_1,£234.73,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001836               | De10898314,29/09/2015,47981750_2,£38.17,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001836               | De10898314,29/09/2015,47981750_3,£14.84,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001836               | De10898314,29/09/2015,47981750_4,£646.38,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001836               | De10898314,29/09/2015,47981750_5,£91.46,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001836               | De10898314,29/09/2015,47981750_6,£33.72,Revenue,20002168,Dennis Eagle Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,03/07/2015,60040127_1,£923.07,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,03/07/2015,60040129_1,£5178.03,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,03/07/2015,60040132_0,£1043.64,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   , ,03/07/2015,60040159_1,£543.09,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,07/07/2015,60040484_0,£593.74,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   , ,07/07/2015,60040485_1,£956.69,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,07/07/2015,60040531_1,£2688.00,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,07/07/2015,60040535_1,£832.76,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,07/07/2015,60040657_1,£3139.58,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,07/07/2015,60040660_0,£3039.44,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,14/07/2015,60040762_1,£2351.94,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,14/07/2015,60040768_1,£605.81,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   , ,14/07/2015,60040769_0,£1100.46,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,14/07/2015,60040980_1,£2106.08,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,14/07/2015,60040981_0,£1523.25,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,14/07/2015,60040988_1,£2703.47,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,28/07/2015,60041467_0,£2220.15,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,28/07/2015,60041468_1,£1014.75,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,28/07/2015,60041469_0,£2019.45,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,28/07/2015,60041471_0,£1834.80,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,04/08/2015,60041609_0,£4438.32,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,04/08/2015,60041610_1,£896.00,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,04/08/2015,60041613_0,£753.60,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311, ,04/08/2015,60041621_0,£736.36,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,04/08/2015,60041622_1,£3935.24,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,04/08/2015,60041623_0,£1532.04,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,04/08/2015,60041624_1,£1127.96,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,04/08/2015,60041625_0,£865.74,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,04/08/2015,60041779_0,£1442.80,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,11/08/2015,60042012_0,£952.75,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,11/08/2015,60042020_0,£908.09,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,11/08/2015,60042025_1,£8766.46,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,11/08/2015,60042153_1,£1195.84,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,18/08/2015,60042514_0,£1011.76,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60042871_1,£4683.33,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60042873_1,£1680.42,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60042875_1,£2616.84,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60043049_1,£627.28,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60043095_1,£562.60,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60043127_1,£616.26,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60043129_1,£758.27,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60043130_0,£1350.11,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,02/09/2015,60043325_0,£1328.05,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,02/09/2015,60043326_1,£2430.62,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,02/09/2015,60043330_1,£1875.22,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   , ,02/09/2015,60043457_0,£511.66,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,08/09/2015,60043657_0,£896.00,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,08/09/2015,60043662_1,£3563.68,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,15/09/2015,60043804_1,£1104.00,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   , ,15/09/2015,60043820_1,£1962.68,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,15/09/2015,60043851_0,£630.60,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,22/09/2015,60044101_1,£5060.27,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,22/09/2015,60044103_1,£506.70,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021, ,29/09/2015,60044255_0,£1532.60,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001005               | Xs130794,15/09/2015,47981608_0,£2450.00,Revenue,20002198,Frenco Service Replacmnts Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001005               | Xs130794,15/09/2015,47981608_1,£355.25,Revenue,20002198,Frenco Service Replacmnts Ltd
Oxford City Council,Direct Services,Materials,D3021,So00001005               | Xs130794,15/09/2015,47981608_2,£980.00,Revenue,20002198,Frenco Service Replacmnts Ltd
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,4 X 8 Yd Front,18/08/2015,1019407_1,£1553.76,Revenue,20002222,Grundon Waste Management Ltd
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,Front Loading Container,25/08/2015,1019883_1,£2053.68,Revenue,20002222,Grundon Waste Management Ltd
Oxford City Council,Direct Services,Materials,D3021,Po00000089               | 43119,21/07/2015,47980790_1,£590.00,Revenue,20002241,Hurley Industrial Cleaning Equ
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   , ,14/07/2015,60040854_1,£590.00,Revenue,20002241,Hurley Industrial Cleaning Equ
Oxford City Council,Suspense,Materials,D3021, ,18/08/2015,60042336_0,£2399.04,Revenue,20002249,Instarmac Ltd
Oxford City Council,Suspense,Materials,D3021, ,18/08/2015,60042409_1,£633.92,Revenue,20002249,Instarmac Ltd
Oxford City Council,Suspense,Materials,D3021   , ,02/09/2015,60043212_1,£848.40,Revenue,20002249,Instarmac Ltd
Oxford City Council,Suspense,Materials,D3021   , ,22/09/2015,60043994_0,£848.40,Revenue,20002249,Instarmac Ltd
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,Nc Repairs & Maintenance: General,25/08/2015,1019276_1,£602.00,Revenue,20002254,Grafton Merchanting Gb Ltd
Oxford City Council,Suspense,Other Miscellaneous Expenses,D3811,Adey Magnacleen Micro 2 Black,18/08/2015,1019575_1,£654.58,Revenue,20002254,Grafton Merchanting Gb Ltd
Oxford City Council,Suspense,Other Miscellaneous Expenses,D3811,Mira 2mtr Chrome Shower Hose 1 Oqrjsri,18/08/2015,1019599_1,£2773.58,Revenue,20002254,Grafton Merchanting Gb Ltd
Oxford City Council,Suspense,Other Miscellaneous Expenses,D3811,Strata 15mm X34srttap Opn Comp,18/08/2015,1019762_1,£3361.77,Revenue,20002254,Grafton Merchanting Gb Ltd
