Month,Year,Area,Topic,Transaction,Telephone or Face to Face,Online,,,,,,,,,,,,,,,,,,,,,
August,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disabled Discount Query,2,3,,,,,,,,,,,,,,,,,,,,,
August,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Landlord Schedule,2,,,,,,,,,,,,,,,,,,,,,,
August,2016,Oxford City Homes,Repairs to Homes,Existing Rep Enq (cancellation),2,,,,,,,,,,,,,,,,,,,,,,
August,2016,Oxford City Homes,Repairs to Homes,Not OCC Property,2,,,,,,,,,,,,,,,,,,,,,,
August,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not to standard-Prov Info),2,,,,,,,,,,,,,,,,,,,,,,
August,2016,Planning & Building Control,Planning,Callback request - pre-app advice,2,,,,,,,,,,,,,,,,,,,,,,
August,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Public Toilets,2,0,,,,,,,,,,,,,,,,,,,,,
August,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Trade Waste,2,,,,,,,,,,,,,,,,,,,,,,
August,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Bus Shelters,2,4,,,,,,,,,,,,,,,,,,,,,
August,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Car Parks,2,,,,,,,,,,,,,,,,,,,,,,
August,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Claim for Second Adult Rebate,1,,,,,,,,,,,,,,,,,,,,,,
August,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Discretionary Housing Payments,1,,,,,,,,,,,,,,,,,,,,,,
August,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Error Correction (discounts / exemptions),1,,,,,,,,,,,,,,,,,,,,,,
August,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Backdate Request,1,,,,,,,,,,,,,,,,,,,,,,
August,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Banding Query,1,,,,,,,,,,,,,,,,,,,,,,
August,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Benefit on Two Homes,1,,,,,,,,,,,,,,,,,,,,,,
August,2016,City Works,Garden Waste,Customer Reactivating Subscription,1,,,,,,,,,,,,,,,,,,,,,,
August,2016,Oxford City Homes,Gas,Gas Leak Reported,1,,,,,,,,,,,,,,,,,,,,,,
August,2016,Oxford City Homes,Repairs to Homes,Keys_and_Locks(BMA_locksmiths_permission_EMAIL),1,,,,,,,,,,,,,,,,,,,,,,
August,2016,Planning & Building Control,Planning,Callback request - planning fee query,1,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case,1410,71,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Bulky Waste Collections,1131,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Request for Information,733,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payments and Balance Query,721,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Rent Query,711,2,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Repairs Emergency Work Order - Servitor Case,705,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Gas,Gas Service Booked - Standard Wrap Up,658,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Pest Control Treatment,Pest Control Treatment,621,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Assessment Query,519,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Any Other Query,488,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change in Circs,478,36,,,,,,,,,,,,,,,,,,,,,
September,2016,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Tenancy Query,466,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Refund Request,445,,,,,,,,,,,,,,,,,,,,,,
September,2016,3Cs reports,3Cs reports,3Cs reports,408,199,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Made,386,2411,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move out of a property,296,342,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Containers,257,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Missed Collection,208,141,,,,,,,,,,,,,,,,,,,,,
September,2016,City Works,Garden Waste,Unsubscribe,204,2,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Recovery Action,202,,,,,,,,,,,,,,,,,,,,,,
September,2016,Law and Governance,Electoral Services,Elections Query,190,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Student discount / exemption application,189,895,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move into a property,187,454,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,Existing Applications,181,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Other Services,181,79,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not done-Prov info),163,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Other Enquiry,160,,,,,,,,,,,,,,,,,,,,,,
September,2016,Anti-Social Behaviour,Anti-Social Behaviour,Report of Anti-Social Behaviour,154,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Repairs - appointment confirmed,154,,,,,,,,,,,,,,,,,,,,,,
September,2016,City Works,Garden Waste,Garden Waste Renewal,152,127,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Chasing Progress,147,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Payment Query,147,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Highways,130,13,,,,,,,,,,,,,,,,,,,,,
September,2016,City Works,Garden Waste,Garden Waste - Callback Request,118,,,,,,,,,,,,,,,,,,,,,,
September,2016,City Works,Garden Waste,New Subscriber,104,117,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,"Street Clean/ LeafSweep/ Verge, Shrub Cut",98,30,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(AppointmentChanged),91,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Business Rates,General Query,90,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case Quick,86,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Single Person Discount,80,130,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Automated Missed Bin Service - Bail Out,75,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Method Change,71,272,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Overpayments,70,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Swap Container,58,,,,,,,,,,,,,,,,,,,,,,
September,2016,City Works,Garden Waste,Garden Waste Scheme - Query Resolved,49,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,New Applications,48,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,New Application for HB / CTB,45,288,,,,,,,,,,,,,,,,,,,,,
September,2016,City Works,Garden Waste,Customer Updating Payment Method to DD,45,19,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Abandoned Item,43,65,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Damaged Container,40,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Cancel Worksheet,40,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Empty Property Query,38,24,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(work not finished-Prov Info),38,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Business Rates,Payments / Copy Bill,35,4,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Keys_and_Locks(ProvInfo),32,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,Duty Officer,31,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Moves,Error Correction,30,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Lost / Found / Stray / Stolen Dog,28,15,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Copy Bill,26,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Other Exemptions Query,24,11,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Handing in Documents,24,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Update Name / Forwarding Address,22,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Water Advice,20,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Electricity Advice,19,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Clinical Waste Collection,19,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Assisted Collections,19,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,Enforcement,18,11,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Business Rates,Move Out Of A Property,17,4,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Sharps,17,19,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Business Rates,Reliefs,16,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Drainage,16,9,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Appointment Query,15,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Report of Death,14,1,,,,,,,,,,,,,,,,,,,,,
September,2016,City Works,Garden Waste,Paper Based Compostable Sacks,14,10,,,,,,,,,,,,,,,,,,,,,
September,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Other Services,Callback Request,13,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Business Rates,Move Into A Property,11,4,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Gas Advice,11,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,Building Control,11,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disregard Discount Query,10,7,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning & Building Control,Planning,Callback request - specific officer,9,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Enforcement,9,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Do I Qualify As A Student,8,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Fraud Referral,8,3,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Repairs - Tenant Responsible,8,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Rechargeable repair - emergency,8,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Benefit Referred to Website,7,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Exemption / Discount Cancellation,7,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,OCH Garden Scheme Enquiry,Garden Scheme Enquiry,7,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning & Building Control,Planning,Callback request - consultation query,7,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Dead Animals,7,10,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Banding Query,6,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Severely Mentally Impaired,6,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Student Details Given,6,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Other Dog Query,6,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Animal Fouling,6,16,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disabled Discount Query,5,4,,,,,,,,,,,,,,,,,,,,,
September,2016,City Works,Garden Waste,Customer Reactivating Subscription,5,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(follow on work-Prov Info),5,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,New Build Defects Report,5,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Not OCC Property,5,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,Listed Buildings; Conservation Area; TPO's; A4D,5,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Claim for Second Adult Rebate,4,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Recharge form issued - NFA until returned,4,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Repairs Exemption,4,1,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Existing Rep Enq (cancellation),4,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,Boundary Disputes / High Hedges,4,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Trade Waste,4,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Discretionary Housing Payments,3,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Caretaking (1142),Communal repair - passed to Caretaker,3,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Report of Dog Fouling,3,0,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,Do I Require Planning Permission?,3,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Error Correction (discounts / exemptions),2,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Landlord Schedule,2,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Connect Query,2,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not to standard-Prov Info),2,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Gas,Gas Leak Reported,2,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning & Building Control,Planning,Callback request - pre-app advice,2,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning and Building Control,Planning,Trees,2,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Bus Shelters,2,0,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Benefit on Two Homes,1,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Handing in Documents,1,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Benefits, Council Tax, Business Rates",Business Rates,Connect Issue,1,,,,,,,,,,,,,,,,,,,,,,
September,2016,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case Fast,1,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning & Building Control,Planning,"Callback request-app determined, amendment request",1,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning & Building Control,Planning,Callback request - app sent but not received,1,,,,,,,,,,,,,,,,,,,,,,
September,2016,Planning & Building Control,Planning,Callback request - planning fee query,1,,,,,,,,,,,,,,,,,,,,,,
September,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Car Parks,1,,,,,,,,,,,,,,,,,,,,,,
October,2016,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case,1494,79,,,,,,,,,,,,,,,,,,,,,
October,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Bulky Waste Collections,1129,,,,,,,,,,,,,,,,,,,,,,
October,2016,Oxford City Homes,Repairs to Homes,Repairs Emergency Work Order - Servitor Case,892,,,,,,,,,,,,,,,,,,,,,,
October,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Request for Information,718,,,,,,,,,,,,,,,,,,,,,,
October,2016,Oxford City Homes,Gas,Gas Service Booked - Standard Wrap Up,708,,,,,,,,,,,,,,,,,,,,,,
October,2016,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Rent Query,685,5,,,,,,,,,,,,,,,,,,,,,
October,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payments and Balance Query,604,,,,,,,,,,,,,,,,,,,,,,
October,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Assessment Query,566,,,,,,,,,,,,,,,,,,,,,,
October,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Pest Control Treatment,Pest Control Treatment,557,,,,,,,,,,,,,,,,,,,,,,
October,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Any Other Query,441,,,,,,,,,,,,,,,,,,,,,,
October,2016,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Tenancy Query,412,,,,,,,,,,,,,,,,,,,,,,
