Block Address,Job Number,Description of repairs,Date Job Raised, Price to Charge (£) ,No of Flats, Charge per flat (£) ,
1-6 PURS LANE,08355016,REPLACE BULKHEAD FITTED TOP FLOOR OF BLOCK - REF IH,09/05/2016, 95.56 ,6, 15.93 ,
1-6 PURS LANE,08580849,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,339.00 ",6, 223.17 ,
1-6 PURS LANE,08803294,REPAIR OR REPLACE GAS METER BOX EXTERNALLY FOR LEASEHOLDER FLAT 1 NOT SECURED AGAINST THE WALL.,22/12/2016, 338.92 ,6, 56.49 ,
1-6 PURS LANE,08927606,PLS ATTEND EXTERNAL SECURITY LIGHT - BULB HAS BLOWN SO VERY DARK AT NIGHT.,20/02/2017, 107.33 ,6, 17.89 ,
10-13 RAMSONS WAY,08278548,STOP COCK FOR THIS PROPERTY IS NOT TURNING AT ALL.  NEEDED AS HAVING BATHROOM REFURB.,04/04/2016, 57.13 ,4, 14.28 ,
14-17 RAMSONS WAY,08515885,NTCO C/O DE - BLOCKED STACK -,06/08/2016, 194.81 ,4, 48.70 ,
14-17 RAMSONS WAY,08585310,"REPORTS WATER LEAK INTO KITCHEN, NOTICED PUDDLES ON FLOOR AND WATER THROUGH LIGHT FITTING.",16/09/2016, 125.04 ,4, 31.26 ,
22-25 RAMSONS WAY,08374523,PLEASE ATTEND ROOF LEAK COMING INTO NO. 25 RAMSONS WAY.,19/05/2016, 906.85 ,4, 226.71 ,
22-25 RAMSONS WAY,08415886,FAO 1ST CHOICE SCAFFOLDING - TOWER TO RHS OF ENTRANCE IN RECESS TO GUTTER LEVEL ,13/06/2016, 621.62 ,4, 155.41 ,
26-29 RAMSONS WAY,08803137,REPLACE OR REFIX GUTTING TO REAR OF FLAT AND CARRY OUT ANY ROOF TILES REPAIR ,22/12/2016, 219.95 ,4, 54.99 ,
26-29 RAMSONS WAY,08996952,DRAINGAIN TO ATTEND TO BLOCKED RAIN WATER PIPE (LEFT HAND SIDE OF ENTRANCE DOOR),22/03/2017, 107.53 ,4, 26.88 ,
32-35 RAMSONS WAY,08335221,SUPPLY AND FIT METER BOX REPLACEMENT. FOLLOWING RE WIRE TO COMMUNAL AREA.,03/05/2016, 475.31 ,4, 118.83 ,
32-35 RAMSONS WAY,08562090,REPAIR WINDOW CATCH O BACK BEDROOM ,05/09/2016, 89.35 ,4, 22.34 ,
32-35 RAMSONS WAY,08988809, MAIN BEDROOM WINDOW CATCHES/HOOKS MISSING. WINDOW CANNOT BE HELD IN PLACE WHEN OPEN. TNT WORRIED THE WINDOW IS GOING TO SMASH IN WIND,20/03/2017, 54.10 ,4, 13.53 ,
27 RICHMOND ROAD,08462091, REPLACE 5 STAIR TREADS,07/07/2016, 240.96 ,2, 120.48 ,
27 RICHMOND ROAD,08753357,INSPECT WINDOWFRAME IN BATHROOM,28/11/2016, 44.12 ,2, 22.06 ,
27 RICHMOND ROAD,08916185,PLS CALL AHEAD INSPECT  AND REPAIR WINDOWFRAME IN BATHROOM - IT DOES NOT OPEN ,14/02/2017, 29.71 ,2, 14.86 ,
50-62 RIVERSIDE COURT,08304452,JOB RAISED BY EO . PLEASE REPAIR LIGHT FITTING. ON GROUND FLOOR OUTSIDE FLAT 51,13/04/2016, 112.90 ,13, 8.68 ,
50-62 RIVERSIDE COURT,08554116,PLEASE ATTEND TO LAMP OUTSIDE FLAT 55 - BURNT OUT,30/08/2016, 170.54 ,13, 13.12 ,
50-62 RIVERSIDE COURT,08561291,FAO J.CAV - PLEASE FORCE ENTRY TO COMMUNAL CUPBOARD DOOR NEXT TO 61&62 - ,05/09/2016, 32.22 ,13, 2.48 ,
50-62 RIVERSIDE COURT,08570073,PROLEC ELECTRICAL  REMEDIAL WORK INSTALL SOCKET FOR ARIEL  ,08/09/2016, 651.99 ,13, 50.15 ,
50-62 RIVERSIDE COURT,08587947,FAO J.CAV - PLEASE FORCE ENTRY TO COMMUNAL CUPBOARD DOOR NEXT TO 61&62 - ,19/09/2016, 17.20 ,13, 1.32 ,
50-62 RIVERSIDE COURT,08625311,REF EO  MAIN DOOR KNOCKED OFF ITS HINGES AND IS NOT ABLE TO LOCK OR SHUT ,04/10/2016, 27.80 ,13, 2.14 ,
50-62 RIVERSIDE COURT,08894735,PLEASE ATTEND TO BLOCK CHECKING CAVITY WALL INSULATION -,03/02/2017, 110.30 ,13, 8.48 ,
50-62 RIVERSIDE COURT,08924803,MED DOOR CLOSER HANGING OFF AND DOOR ONLY OPENING HALF WAY.  ,20/02/2017, 18.54 ,13, 1.43 ,
50-62 RIVERSIDE COURT,08927271,REPLACE CLOSURE TO MED AS PER EO ,20/02/2017, 11.91 ,13, 0.92 ,
63-73 RIVERSIDE COURT,08293015,EMERGENCY DOOR AND COMMUNAL BACK DOOR NOT CLOSING.  HOMELESS PEOPLE GETTING IN. ,07/04/2016, 44.12 ,11, 4.01 ,
63-73 RIVERSIDE COURT,08304296,NO LIGHTING IN COMMUNAL CORRIDORS ON FLOOR WHICH CONTAINS FLAT 72,13/04/2016, 120.26 ,11, 10.93 ,
63-73 RIVERSIDE COURT,08304478,REPORTED BY EO . PLEASE FIX LIGHT FITTING IN COMMUNAL AREA OUTSIDE FLAT 64,13/04/2016, 105.01 ,11, 9.55 ,
63-73 RIVERSIDE COURT,08310811,NO 70 RIVERSIDE COURT - LEAK IN LOFT FROM ROOF -,18/04/2016, 23.14 ,11, 2.10 ,
63-73 RIVERSIDE COURT,08313601,PLEASE REPLACE 28W 2D ROUND FITTING TO GROUND FLOOR - KEYS NEEDED TO ELECTRIC CUPBOARDS - REF R.U.,19/04/2016, 91.48 ,11, 8.32 ,
63-73 RIVERSIDE COURT,08352929,ALL COMMUNAL LIGHTS IN BLOCK NOT WORKING.  ,09/05/2016, 85.55 ,11, 7.78 ,
63-73 RIVERSIDE COURT,08364885,PLEASE INSPECT 3 OUT OF THE 4 COMMUNAL WINDOWS WHICH HAVE BEEN GLUED SHUT AND NOW HAVE GLUE RESIDUE ON THEM,13/05/2016, 62.26 ,11, 5.66 ,
63-73 RIVERSIDE COURT,08630942,PLEASE ATTEND TO REPAIR BACK METAL GATE ,06/10/2016, 23.93 ,11, 2.18 ,
63-73 RIVERSIDE COURT,08643722,PLEASE ATTEND TO TWO WINDOWS IN COMMUNAL BLOCK FURTHEST LEFT AND FURTHEST RIGHT HAVE BEEN LOCKED AND HAD HANDLES REMOVED ,13/10/2016, 57.48 ,11, 5.23 ,
63-73 RIVERSIDE COURT,08688620,PLEASE REMOVE OR REINSTATE BOLLARD OUTSIDE THE BLOCK.,01/11/2016, 156.48 ,11, 14.23 ,
63-73 RIVERSIDE COURT,08894751,PLEASE ATTEND TO BLOCK CHECKING CAVITY WALL INSULATION - ,03/02/2017, 88.24 ,11, 8.02 ,
74-80 RIVERSIDE COURT,08566267,PLS REPLACE 3  BROKEN COMMUNAL LIGHTS ON THE HALLWAY . REPORTED BY  ESTATE OFFICER,06/09/2016, 61.07 ,7, 8.72 ,
74-80 RIVERSIDE COURT,08584058,REPORTED A FAULT WITH THE COMMUNAL AERIAL,15/09/2016, 46.81 ,7, 6.69 ,
74-80 RIVERSIDE COURT,08822206,F/O 08566267 - REPLACE BROKEN COMMUNAL LIGHTS ON THE HALLWAY - PARTS IN STORES,04/01/2017, 77.78 ,7, 11.11 ,
74-80 RIVERSIDE COURT,08822909,REPLACE 3 BROKEN COMMUNAL LIGHTS ON THE HALLWAY - PARTS IN STOCK,04/01/2017, 179.92 ,7, 25.70 ,
74-80 RIVERSIDE COURT,08877561, REPORTED THAT LIGHT FITTING IS HANGING FROM THE CEILING-COMPLETELY COME AWAY FROM PLASTER.,27/01/2017, 603.30 ,7, 86.19 ,
74-80 RIVERSIDE COURT,08894780,PLEASE ATTEND TO BLOCK CHECKING CAVITY WALL INSULATION - ,03/02/2017, 66.20 ,7, 9.46 ,
74-80 RIVERSIDE COURT,08961549,PLEASE REPLACE ALL FRONT DOOR LOCKS TO BLOCK - REF SC/IH,06/03/2017, 99.28 ,7, 14.18 ,
74-80 RIVERSIDE COURT,08962786,"NTCO C/O PB - OFFICE, BROKEN INTO - REF N.M.",06/03/2017, 115.07 ,7, 16.44 ,
6-10 EVEN RUSSELL STREET,08957999,PLEASE ATTEND TO DAMAGED LOCK ON BIN STORE - REF R.L.,02/03/2017, 27.07 ,3, 9.02 ,
37-47 ODD ST NICHOLAS ROAD,08869872,LIGHT OUTSIDE BLOCK HAS BLOWN. ,25/01/2017, 21.26 ,6, 3.54 ,
37-47 ODD ST NICHOLAS ROAD,08888123,2MEN 2HRS - FAULT FINDING LIGHTS OUTSIDE BLOSCK NOT WORKING ON STAIRS. REF GM,01/02/2017, 155.56 ,6, 25.93 ,
49-67 ODD ST NICHOLAS ROAD,08605500,SECURITY LIGHTS DONT COME ON AT NIGHT,23/09/2016, 16.07 ,5, 3.21 ,
49-67 ODD ST NICHOLAS ROAD,08667953,"SECURITY LIGHTS NOT COMING ON THROUGHOUT BLOCK.  LIGHTS INCLUDE SECURITY LIGHTS OUTSIDE SHOPS, LIGHTS ON STAIRWELLS TO FLATS AND LIGHTS OUTSIDE FLATS.  RAISED AS PRIORITY A DUE TO STAIRWELLS",19/10/2016, 95.56 ,5, 19.11 ,
49-67 ODD ST NICHOLAS ROAD,08718459,SECURITY LIGHTS OUTSIDE SHOPS AND LIGHTS ON STAIRWELLS NOT WORKING.  LAST ATTENDED ON JOB 08667953 ON 08/11/2016,15/11/2016, 37.85 ,5, 7.57 ,
49-67 ODD ST NICHOLAS ROAD,08769068,SECURITY LIGHTS OUTSIDE SHOPS AND LIGHTS ON STAIRWELLS NOT WORKING - KEEPS GOING OUT,05/12/2016, 67.95 ,5, 13.59 ,
49-67 ODD ST NICHOLAS ROAD,08826684,PLEASE ATTEND TO COMMUNAL LIGHTS IN LANDING.,05/01/2017, 92.56 ,5, 18.51 ,
49-67 ODD ST NICHOLAS ROAD,08848473,PLEASE ATTEND TO COMMUNAL LIGHTS IN LANDING - STILL NOT WORKING SEE REF 08826684. ,16/01/2017, 82.97 ,5, 16.59 ,
40-50 EVEN ST NICHOLAS ROAD,08319492,PB00015 - ELECTRICAL REMEDIAL WORK - 22/04/16,22/04/2016, 160.15 ,6, 26.69 ,
40-50 EVEN ST NICHOLAS ROAD,08850818,OVER HAUL WATER TANK TO FLOW CORRECTLY,17/01/2017, 298.05 ,6, 49.68 ,
1-8 ST PAULS HOUSE,08422057,PLEASE REMOVE GRAFFITI WHICH HAS BEEN SCRATCHED INSIDE THE WINDOW OF THE STAIRWELL OF ST PAUL'S HOUSE (AT THE LEVEL OF THE FIRST LANDING) - ,15/06/2016, 37.51 ,8, 4.69 ,
1-8 ST PAULS HOUSE,08677224, JCP REPORT BLOCKAGE TO SINKS/TOILETS THAMES WATER SAY EXTERNAL DRAINS ARE NOT BLOCKED.  ,25/10/2016, 25.15 ,8, 3.14 ,
1-8 ST PAULS HOUSE,08729657,CLEAR BLOCKAGE TO BLOCK AFFECTING FLAT 1 MASSIVELY.,18/11/2016, 90.82 ,8, 11.35 ,
1-8 ST PAULS HOUSE,08740522,FAO DRAINGAIN - NTCO CO/O N.H. BLOCKED SOIL STACK. RELOG OF 08732172 WHICH WAS CANCELLED. DRAINGAIN ATTENDED ON 18/11/2016.,24/11/2016, 107.53 ,8, 13.44 ,
164 WALTON STREET,08599168,REPLACE ASSA LOCK TO DOOR F.A.O. J CAV,21/09/2016, 130.37 ,2, 65.19 ,
164 WALTON STREET,08663252,RAISED BY ESTATE OFFICER - COMMUNAL AREA LIGHT BULBS NEEDS CHANGING ESTATE OFFICER CANNOT REACH,18/10/2016, 63.34 ,2, 31.67 ,
164 WALTON STREET,08667180,PLEASE REMOVE WC PAN AND CHECK FOR OBSTRUCTION - REF S.B.,19/10/2016, 25.73 ,2, 12.87 ,
164 WALTON STREET,08933388,"LIGHT IN THE KITCHEN IS NOT WORKING HAS TRIED TO CHANGE BULB BUT NOT WORKING, AND PLEASE INSPECT THE BATHROOM FAN AS MAKING A LOUD NOISE.",22/02/2017, 34.75 ,2, 17.38 ,
168 WALTON STREET,08625254,ELECTRICAL INSPECTION TO COMMUNAL AREA  ACCESS WITH 168A,04/10/2016, 130.00 ,2, 65.00 ,
168 WALTON STREET,08631473,PLEASE ATTEND TO HEATING NOT WORKING PROPERLY AS TOP FLOOR RADS NOT HEATING UP AND BOILER MAKING FUNNY NOISE. MAYBE LOSS OF PRESSURE,07/10/2016, 82.46 ,2, 41.23 ,
1-21 SINGLETREE,08303286,VPS - PUMP ROOM - HIRE OF ALARM & PIRS - CONTINUATION OF JOB 07733747,13/04/2016," 2,534.66 ",21, 120.70 ,
1-21 SINGLETREE,08407605,8014646 - SS - CARRY OUT REMEDIAL WORKS AS SPECIFIED FOLLOWING FIRE SAFETY AUDIT,07/06/2016, 448.20 ,21, 21.34 ,
1-21 SINGLETREE,08415154,FLAT 12.  MAINS POWERED SMOKE ALARM BEEPING CONSTANTLY.  ,13/06/2016, 153.08 ,21, 7.29 ,
1-21 SINGLETREE,08432609,CLEAR DOWN PIPE OUT SIDE NO12,22/06/2016, 41.16 ,21, 1.96 ,
1-21 SINGLETREE,08671983,SKYVAC DEMO,21/10/2016, 200.36 ,21, 9.54 ,
1-21 SINGLETREE,08713780,RADIATOR IN SECOND FLOOR GENTS SHOWERS IS NOT WORKING,11/11/2016, 88.55 ,21, 4.22 ,
1-21 SINGLETREE,08761567,"SKY-VAC   PLEASE ATTEND TO CLEAR THE GUTTERS AT SINGLETREE, 43 ROSE HILL, OXFORD, OX4 4JS.  PLEASE RAISE TO THE BLOCK WITH A 1 MONTH TARGET DATE",01/12/2016, 229.59 ,21, 10.93 ,
1-21 SINGLETREE,08766520,REPORTED BY ESTATE OFFICER - PLEASE ATTEND TO NOT HOT WATER IN THE GAS ROOM - PLEASE CALL BEFORE ATTENDING AS YOU NEED KEY,05/12/2016, 508.18 ,21, 24.20 ,
1-21 SINGLETREE,08839886,MANHOLE DRAIN BY THE BINS IS BLOCKED. WATER BACKED UP INTO SINGLETREE FLATS. SINKS AND TOILETS CANNOT BE USED. T. SAYS DRAIN IS ON PROPERTY AND NOT A THAMES WATER DRAIN. COUNCIL ALWAYS ATTENDED IN PAST.,11/01/2017, 15.88 ,21, 0.76 ,
1-21 SINGLETREE,08873422,"FIT STEEL SECURITY DOOR, SET TP PUMP/PLANT ROOM - AS PER SPEC -",26/01/2017," 4,240.51 ",21, 201.93 ,
1-21 SINGLETREE,08876689,F/O 08415154 - PARTS IN STORES - FLAT 12 - MRS C AKERS 712104 - REPLACE TUNSTALL BATTERY - HALLWAY SMOKE ALARM,27/01/2017, 37.33 ,21, 1.78 ,
1-21 SINGLETREE,08904216, REPLACE 2NO DRAIN OFF VALVES. REF SB,08/02/2017, 183.08 ,21, 8.72 ,
1-6 SLADE CLOSE,08561259,"CLEAR PARTIALLY BLOCKED DRAIN SERVING COMMUNAL STAIRWELL. SOME KIND OF DEAD ANIMAL WITHIN IS ATTRACTING MAGGOTS AND FLIES. HAS BEEN ATTENDED BY ESTATES OFFICERS, BUT PROBLEM PERSISTS.",05/09/2016, 29.56 ,6, 4.93 ,
1-6 SLADE CLOSE,08580881,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,500.00 ",6, 250.00 ,
1-6 SLADE CLOSE,08641814,REPAIR TO ROOF LEAKING BY AERIAL AND AFFECTING LIVINGROOM OF FLAT 4,12/10/2016, 73.52 ,6, 12.25 ,
1-6 SLADE CLOSE,08797175,FAO GRH - PLS CONTACT NO.4 FOR ACCESS (07961586135). PLS ATTEND TO AERIAL.,20/12/2016, 189.32 ,6, 31.55 ,
13-18 SLADE CLOSE,08580865,CARRY OUT EMERGENCY LIGHTING TO BLOCK -,14/09/2016," 1,500.00 ",6, 250.00 ,
13-18 SLADE CLOSE,08896937,"PLEASE ATTEND LIGHT IN COMUNAL HALLWAY BETWEEN 15 AND 16 SLADE CLOSE, TNT STATES TOO DARK TO SEE WITH LIGHT NOT WORKING AND HALLWAY LEADS TO LANDING.",06/02/2017, 17.00 ,6, 2.83 ,
13-18 SLADE CLOSE,08901851,TRACE LOSS OF SUPPLY TO COMMUNAL LIGHTS IN BLOCK.,07/02/2017, 57.04 ,6, 9.51 ,
13-18 SLADE CLOSE,08905565,LIGHTS TO BLOCK WAS NOT WORKING WE ATTENDED BUT NOW LIGHTS ARE ON 24-7 SHOULD SHUT OFF IN DAY BUT NOT,09/02/2017, 29.12 ,6, 4.85 ,
13-18 SLADE CLOSE,08909831,2 MEN & LADDER REQUIRED - NEW DUSK TILL DAWN SENSOR REQUIRED - REF AA/GM,10/02/2017, 58.76 ,6, 9.79 ,
13-18 SLADE CLOSE,08911528,NTCO C/O PD - LIGHTS NOT WORKING TO BLOCK - REF S.D.,11/02/2017, 93.02 ,6, 15.50 ,
13-18 SLADE CLOSE,08917281,COMMUNAL LIGHTS IN HALLWAY ARE ON ALL THE TIME,15/02/2017, 17.11 ,6, 2.85 ,
13-18 SLADE CLOSE,08922193,PLS ATTEND OUTSIDE LIGHT TO BLOCK AND ALL COMMUNAL LANDING LIGHTS -NTCO,16/02/2017, 93.02 ,6, 15.50 ,
13-18 SLADE CLOSE,08922502,"F/O - PLEASE ATTEND TO LIGHTS IN COMMUNAL HALLWAY EITHER STAYING ON OR OFF, SHOULD BE ON A SENSOR - ",17/02/2017, 26.96 ,6, 4.49 ,
13-18 SLADE CLOSE,08998125,NTCO C/O PB - NO COMMUNAL LIGHTS - REF PB,22/03/2017, 81.72 ,6, 13.62 ,
19-24 SLADE CLOSE,08396990, PLEASE CALL BEFORE ATTENDING GUTTERING IS LEAKING FROM 3RD FLAT UP. ,01/06/2016, 138.96 ,6, 23.16 ,
19-24 SLADE CLOSE,08506678, PLEASE ATTEND FIRE ALARM. WAS GOING OFF UNCONTROLLABLY AT THE WEEKEND. BEEN TAKEN OFF TO STOP NOISE. NEEDS TO BE PUT BACK ON FOR FLAT. 19.,02/08/2016, 72.76 ,6, 12.13 ,
19-24 SLADE CLOSE,08580906,CARRY OUT EMERGENCY LIGHTING TO BLOCK -,14/09/2016," 1,500.00 ",6, 250.00 ,
7-12 SLADE CLOSE,08352903,EXTERNAL SECURITY LIGHT IS NOT WORKING,09/05/2016, 85.32 ,6, 14.22 ,
7-12 SLADE CLOSE,08464008,OUTHOUSE ROOF LEAK FROM BALCONY ABOVE CAUSING WATER DAMAGE TOINSIDE - PLEASE INSPECT TO SEE WHAT WE CAN DO TO STOP LEAKS ,08/07/2016, 341.52 ,6, 56.92 ,
7-12 SLADE CLOSE,08580922,CARRY OUT EMERGENCY LIGHTING TO BLOCK,14/09/2016," 1,500.00 ",6, 250.00 ,
7-12 SLADE CLOSE,08709482,"PLEASE URGENTLY ATTEND TO LEAK I CAUSING DAMAGE TO PROPERTY AND CONTENTS  DUE TO LEAK FROM BALCONY ABOVE , ISSUE NOT RESOLVED EARLIER THIS YEAR",10/11/2016, 220.02 ,6, 36.67 ,
7-12 SLADE CLOSE,08835622,PLEASE ATTEND WATER TANK IN THE LOFT SPACE OF NUMBER 12 IS REPORTED TO BE MAKING LOUD NOISES AT INFREQUENT TIMES.,10/01/2017, 68.89 ,6, 11.48 ,
25-30 SLADE CLOSE,08580919,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,500.00 ",6, 250.00 ,
31-33A THE SLADE,08381187,  BLOCK 31-39 (ODD) - ELECTRICAL INSPECTION COMMUNAL AREA  TUESDAY 24TH MAY @ 1PM,24/05/2016, 130.00 ,4, 32.50 ,
31-33A THE SLADE,08444213,PLS ATTEND  TO BLOCKED GUTTER AT THE END OF THE PROPERTYANEXT TO THE ALLEYWAY,27/06/2016, 119.14 ,4, 29.79 ,
31-33A THE SLADE,08469889,PLS ATTEND BACK DOOR METAL BARS BROKEN AND DOESNT LOCK.,13/07/2016, 11.91 ,4, 2.98 ,
31-33A THE SLADE,08741967,TRACE LOSS OF SUPPLY TO COMMUNAL LIGHTS REAR OF BUILDING. REPORTED BY ESTATE OFFICER.,24/11/2016, 30.07 ,4, 7.52 ,
157-163 ODD THE SLADE,08380010,REPAIR OR MAKE SAFE PILLAR TO GATE OF BLOCK - VERY LOOSE AND LIKELY TO FALL - NEAR BIN AREA,23/05/2016, 899.33 ,4, 224.83 ,
39-39A THE SLADE,08386322,PB00021 - REMEDIAL WORK FOLLOWING 08381187 PIR REPORT TO BLOCK 31-39,27/05/2016, 223.87 ,2, 111.94 ,
39-39A THE SLADE,08512686,REMEDIAL WORK TO BE CARRIED OUT - FOLLOWING 08381187 PIR REPORT TO BLOCK 31-39,05/08/2016, 323.26 ,2, 161.63 ,
145-155 ODD THE SLADE,08365598,COMMUNAL- TNTS ARE UNABLE TO EXIT THROUGH THE COMMUNAL DOOR AS THE BARREL IN THE HANDLE HAS DISAPPEARED AND THE CATCH WILL NOT FUNCTION.,13/05/2016, 34.75 ,6, 5.79 ,
145-155 ODD THE SLADE,08365613,DRAIN IS BLOCKED AND ALSO THE MANHOLE IS STARTING TO LIFT.,13/05/2016, 95.62 ,6, 15.94 ,
145-155 ODD THE SLADE,08864707,".  DRAIN BLOCKED, SANITARY WASTE COMING UP THROUGH 3 MANHOLES IN COMMUNAL AREA.",23/01/2017, 19.86 ,6, 3.31 ,
145-155 ODD THE SLADE,08865887,CALL OUT - 23.01.2017 - ATTEND TO CLEAR BLOCKED COMMUNAL DRAIN TO REAR,23/01/2017, 125.00 ,6, 20.83 ,
145-155 ODD THE SLADE,08880408,"REMOVE DAMAGED PANEL FOR SAFETY, DO NOT REPLACE AS NOT COUNCIL BOUNDARY",30/01/2017, 19.31 ,6, 3.22 ,
145-155 ODD THE SLADE,08902676,PLEASE CLEAR GUTTERING TO THE RH/SIDE AND LH/SIDE TO COMMUNAL STAIRS FRONT OF FLATS - REF D.L.,08/02/2017, 132.34 ,6, 22.06 ,
129-135 ODD THE SLADE,08407283,PLS ATTEND TO HANDLE ON WOODEN GATE FOR THE BACK GARDEN WHICH HAS COME OFF. REPORTED BY ESTATE OFFICER,07/06/2016, 30.52 ,4, 7.63 ,
129-135 ODD THE SLADE,08429605,"PLS ATTEND TO HANDLE ON WOODEN GATE FOR THE BACK GARDEN WHICH HAS COME OFF. REPORTED BY ESTATE OFFICER,",21/06/2016, 24.94 ,4, 6.24 ,
37-59 ODD SORREL ROAD,08379838,37-59 SORREL ROAD FLATS - TWO LARGE BOLLARDS (ONE BETWEEN FLATS AND BINS).,23/05/2016, 54.06 ,12, 4.51 ,
37-59 ODD SORREL ROAD,08379896,37-59 SORREL ROAD (JASMINE CLOSE) - FOUR LARGE BOLLARDS.,23/05/2016, 535.64 ,12, 44.64 ,
37-59 ODD SORREL ROAD,08582377,PLS ATTEND TO BROKEN COMMUNAL GATE IN BIN AREA WHICH LEAD TO COMMUNAL WASHING AREA,15/09/2016, 25.15 ,12, 2.10 ,
37-59 ODD SORREL ROAD,08669759,REPORTED BY ESTATE OFFICER SECURITY LIGHTING BY MAIN ENTRANCE DOOR NW,20/10/2016, 27.49 ,12, 2.29 ,
37-59 ODD SORREL ROAD,08849115,GATE ON BIN STORE NOT OPENING WITH THE KEY - NOT CLOSING PROPERLY EITHER WHEN EVENTUALLY OPEN,16/01/2017, 27.36 ,12, 2.28 ,
37-59 ODD SORREL ROAD,08888392,ALL CWSTS TO BLOCKS  INLET AND OUTLETS ARE NOT ON OPPOSITE SIDES  RE FIGURATE  THE INLET OR OUTLET PIPE OF FIT A SPRAGE PIPE,01/02/2017," 1,413.42 ",12, 117.79 ,
37-59 ODD SORREL ROAD,09009275,MIDDLE FLORR OUTSIDE 45-47 ONE BULB NOT WORKING UNABLE TO TURN STARTER IN HOLDER ,29/03/2017, 44.07 ,12, 3.67 ,
37-59 ODD SORREL ROAD,09009358,PLEASE REPAIR REAR DOOR GLASS IS CRACKED.,29/03/2017, 3.09 ,12, 0.26 ,
85-107 ODD SORREL ROAD,08379841,85-107 SORREL ROAD FLATS - TWO LARGE BOLLARDS.,23/05/2016, 426.30 ,12, 35.53 ,
109-131 ODD SORREL ROAD,08380289,JETTER TO CLEAR BLOCKED DRAINS,24/05/2016, 22.07 ,12, 1.84 ,
109-131 ODD SORREL ROAD,08380487,JETTER TO ATTEND TO CLEAR BLOCKAGE,24/05/2016, 92.50 ,12, 7.71 ,
109-131 ODD SORREL ROAD,08669733,PARTS IN STORES - ESTATE OFFICER  REPORTS THAT COMMUNAL LIGHTING LIGHTING IN STAIRWAY NW ON TOP FLOOR AND ONLY ONE BULB WORKING ON MIDDLE FLOOR,20/10/2016, 173.33 ,12, 14.44 ,
136-162 EVEN SOUTHFIELD PARK,08707983,PLEASE ATTEND TO BROKEN BIN STORE LOCK/GATE - REF R.L.,09/11/2016, 25.59 ,14, 1.83 ,
164-190 EVEN SOUTHFIELD PARK,08358653,GLAZIER TO INSPECT 1ST FLOOR WINDOW -  REF D C,10/05/2016, 26.47 ,14, 1.89 ,
164-190 EVEN SOUTHFIELD PARK,08602116,PLS ATTEND REPORTING THAT THE ROOF TILES ARE CRACKED,22/09/2016, 23.16 ,14, 1.65 ,
164-190 EVEN SOUTHFIELD PARK,08668637, CHECK FLAT NUMBERS 168 AND 170 FOR POSSIBLE CASUE OF LEAKING OVERFLOW AFFTECTING VOID NO164. ,20/10/2016, 30.10 ,14, 2.15 ,
164-190 EVEN SOUTHFIELD PARK,08729558,PLEASE SEE TO CRACKED WINDOW ON 3RD FLOOR  REF D.C..,18/11/2016, 41.69 ,14, 2.98 ,
164-190 EVEN SOUTHFIELD PARK,08825380,BOLLARD LIGHTING TO PATHWAYS OUTSIDE BLOCKS NOT WORKING. REF IH,05/01/2017," 1,257.39 ",14, 89.81 ,
164-190 EVEN SOUTHFIELD PARK,08871572,THURSDAY 23/02 AM -  PLEASE REPLACE 2 BOLLARDS (ON ORDER) AND REWIRE - REF RE/GM,25/01/2017," 1,260.96 ",14, 90.07 ,
192-222 EVEN SOUTHFIELD PARK,08362472,ESTATE OFFICER  HAS REPORTED THE DOWNPIPE TO THE FRONT ENTRANCE IS BLOCKED AND THE CANOPY IS FULL OF WATER. SO RAISED AS AN EMERGENCY.,12/05/2016, 32.42 ,16, 2.03 ,
192-222 EVEN SOUTHFIELD PARK,08621087,PLEASE ATTEND TO MAIN ENTRANCE DOOR NOT SECURING WHEN CLOSED  CAN JUTS BE PULLED OPEN THINKS ISSUE WITH DOOR AS OPPOSED TO DOOR ENTRY SYSTEM ,03/10/2016, 22.07 ,16, 1.38 ,
192-222 EVEN SOUTHFIELD PARK,08708018,PLEASE ATTEND TO BIN STORE LOCK/GATE - REF R.L.,09/11/2016, 64.14 ,16, 4.01 ,
192-222 EVEN SOUTHFIELD PARK,08825405,BOLLARD LIGHTING TO PATHWAYS OUTSIDE BLOCKS NOT WORKING. REF IH,05/01/2017, 400.29 ,16, 25.02 ,
192-222 EVEN SOUTHFIELD PARK,08959469,PLEASE REMOVE AND RE-ROUTE DOWN PIPE TO FRONT OF PORCH TO GROUND LEVEL - REF D.L.,03/03/2017, 199.42 ,16, 12.46 ,
31-57 ODD SOUTHFIELD PARK,08709859,PLEASE REPAIR BRICKWORK AND PLASTER TO REAR EXIT HALLWAY ADJACENT TO SERVICE CUPBOARD ON GROUND FLOOR. PICTURE ATTACHED TO INSPECTION 08692551 - ,10/11/2016, 121.32 ,14, 8.67 ,
31-57 ODD SOUTHFIELD PARK,08721338, POSSIBLE PROBLEM WITH AIERIAL AS PICTURE VERY FUZZY,15/11/2016, 26.57 ,14, 1.90 ,
59-89 ODD SOUTHFIELD PARK,08367732,RE-HANG MAIN COMMUNIAL DOOR CURRENTLY LIEING ON FLOOR,16/05/2016, 151.41 ,16, 9.46 ,
